claim_id,case_id,title,source_page,claim_type,directness,independence_status,time_stated,location_stated,shape,color_brightness,motion,sound,duration,sensor,page_avg_confidence,review_status,source_quote,source_text_path
374,25,"342_HS1-416511228_319.1 Flying Discs 1949",134,object_description,not_assessed,not_assessed,,,,,,,,,76.89,needs_human_review,"lLeeal flight schedules of commercial, private and military aircraft flying in vicinity at the times Unknow, 4, Possibility releases of testing devices in vicinity sent aloft by Ordnance, Wavy, Air Force, Army, Yeather Units, Research Organizations er any others; Unknom,.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0134.txt
375,25,"342_HS1-416511228_319.1 Flying Discs 1949",134,object_description,not_assessed,not_assessed,,,object,,,,,,76.89,needs_human_review,"& If object contacted earthy obtain seil sampled within and without depression or spot where object landed for purposes of making comparison of gsoile: ‘tnknom, 6.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0134.txt
376,25,"342_HS1-416511228_319.1 Flying Discs 1949",134,object_description,not_assessed,not_assessed,,,object,,,,,,76.89,needs_human_review,"If ebjeot came sufficiently near other aircraft or known, objects, check surfaces with Geiger counters for possible radioactivity.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0134.txt
377,25,"342_HS1-416511228_319.1 Flying Discs 1949",134,object_description,not_assessed,not_assessed,,,object,,,,,,76.89,needs_human_review,"Make com parisons with other unaffected aircraft objects: Uniiown, 7e Obtain phetographs: Wone 8.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0134.txt
378,25,"342_HS1-416511228_319.1 Flying Discs 1949",136,object_description,not_assessed,not_assessed,,,object,,,,,,83.8,needs_human_review,"é Ltr fr Maxwell Plight Service Center, Maxwell AF Base, Ale dtd 2 Jan lo Subj: Unidentified Flying Objects (3) No information was available at any of these stations.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0136.txt
379,25,"342_HS1-416511228_319.1 Flying Discs 1949",136,witness_observation,not_assessed,not_assessed,,,object,,,,,,83.8,needs_human_review,"The object was sighted by the witnesses from a Stinson civilian airereft, and no photographs were taken because no camra was available.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0136.txt
380,25,"342_HS1-416511228_319.1 Flying Discs 1949",136,object_description,not_assessed,not_assessed,,,object,,,,,,83.8,needs_human_review,"A 19,00 on 1 January 19/9, New Orleans Air “oute Traffic Control Center reported to Maxwell Flight Service Conter that the Asse ociated Press had advised them that the above mentioned object had been sighted 0 miles south of Jackson, Mississippi.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0136.txt
381,25,"342_HS1-416511228_319.1 Flying Discs 1949",136,object_description,not_assessed,not_assessed,,,,,,,,,83.8,needs_human_review,"Maxwell Flight Service contacted Mr.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0136.txt
382,25,"342_HS1-416511228_319.1 Flying Discs 1949",136,object_description,not_assessed,not_assessed,,,object,,,,,,83.8,needs_human_review,"Rush, who is preparing sketches of the object he reported.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0136.txt
383,25,"342_HS1-416511228_319.1 Flying Discs 1949",136,object_description,not_assessed,not_assessed,,,object,,,,,,83.8,needs_human_review,"He a@ieo advised that he saw the object only once.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0136.txt
