claim_id,case_id,title,source_page,claim_type,directness,independence_status,time_stated,location_stated,shape,color_brightness,motion,sound,duration,sensor,page_avg_confidence,review_status,source_quote,source_text_path
111,25,"342_HS1-416511228_319.1 Flying Discs 1949",26,object_description,not_assessed,not_assessed,,,,,,,,,84.6,needs_human_review,"Chief of Staff, USAF , Conmmander3 MATS =~ une"" Commanding Officer, Flight Service gust?",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0026.txt
112,25,"342_HS1-416511228_319.1 Flying Discs 1949",28,object_description,not_assessed,not_assessed,,,object,,,,,,81.73,needs_human_review,"Lae MCCHORD FLIGHT SERVICE CENTER PALS & McChord Air Foree Base | Washington TOM 452 25 July 1949 SUBJECT: Unidentified Plying Objects TOs Comnanding General Airy Materiel Command Wright-Patterson AF Base, Ohio ATTENTION: MOITAKOeS 1, In accordance with FS Regulation 200-4, subjects Unidentified Flying Objects, dated 2 November 1948, the follow- ing report of information received concerning the sighting of unidentified flying objects is submitted: a, Location and time of sighting: Ten (10) miles northwest cf Mountain Home, Idaho, et 1205 MST, 24 July 1949.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0028.txt
113,25,"342_HS1-416511228_319.1 Flying Discs 1949",28,witness_observation,not_assessed,not_assessed,,,,,,,,,81.73,needs_human_review,"Names, occupations, and addresses of witnesses: The only individuel who reported this sighting was Marry Clark, occupation Airport Manager of Ritchie Field, Nampa, Idaho, address Nampa, Idaho.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0028.txt
114,25,"342_HS1-416511228_319.1 Flying Discs 1949",28,object_description,not_assessed,not_assessed,,,object,,,,,,81.73,needs_human_review,"Photographs of objects if available: Photo- graphs of objects were not available, @— Sketches of object's configurations The objeots were delta wings with no protrusions, The angle of the apex as reported by Mr.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0028.txt
115,25,"342_HS1-416511228_319.1 Flying Discs 1949",28,object_description,not_assessed,not_assessed,,,triangle,,,,,,81.73,needs_human_review,"Clark was between thirty (30) and forty-five (45) degrees with the base of the triangle being a slightly curved convex, f,.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0028.txt
116,25,"342_HS1-416511228_319.1 Flying Discs 1949",28,object_description,not_assessed,possible_independent,,,object,,,,,,81.73,needs_human_review,"Objects sighted: (1) Mamber: Seven (7) objects were sighted flying in a V formations",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0028.txt
117,25,"342_HS1-416511228_319.1 Flying Discs 1949",29,object_description,not_assessed,not_assessed,,,object,dark,,,,,88.09,needs_human_review,"The leading edge of this dark circular atructure was approximately one-fourth (1/4) the distance from the apex of the delta wing to the rear, This dark circular structure was noted at the time Mr, Clark was below the objects.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0029.txt
118,25,"342_HS1-416511228_319.1 Flying Discs 1949",29,object_description,not_assessed,not_assessed,,,light,white,,,,,88.09,needs_human_review,"Clark reported the surface seemed to be between a light gray and a dirty white with no markings or diffusion of colors (S) Speeds Paster than an FP=-5].",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0029.txt
119,25,"342_HS1-416511228_319.1 Flying Discs 1949",29,witness_observation,not_assessed,not_assessed,,,,,,,,,88.09,needs_human_review,"Clark to be at least six (6) hundred miles per hours (6) Beading: Mr, Clark reported that when first sighted the formation was heading approximately three (3) hundred degrees.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0029.txt
120,25,"342_HS1-416511228_319.1 Flying Discs 1949",29,motion,not_assessed,not_assessed,,,,,,,,,88.09,needs_human_review,"The formation passed by him and then made a one hundred and eighty (160) decree turn to approximately one hundred and twenty (120) degrees.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0029.txt
121,25,"342_HS1-416511228_319.1 Flying Discs 1949",29,motion,not_assessed,not_assessed,,,,,,,,,88.09,needs_human_review,"(7) Maneuverability: Mr, Clark peported that no maneuyers were noted other than the one hundred and eighty (160) degree turn.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0029.txt
122,25,"342_HS1-416511228_319.1 Flying Discs 1949",29,object_description,not_assessed,not_assessed,,,object,,,,,,88.09,needs_human_review,"‘The objeote did not appear to bank during the turm, When the objects were first sighted and before the one hundred and eighty (150) degree turn was made, the outer wing sure faces appeared to move slightlye (G8) Altitudes Mr, Clark reported the formation between eight (&) thousand five (5) hundred and ten (10) thousand feet, jhen the for- mation was first sighted Mr, Clark was cruising at ten (10) thousand feet and",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0029.txt
123,25,"342_HS1-416511228_319.1 Flying Discs 1949",30,object_description,not_assessed,not_assessed,,,object,,,"No sound",,,83.07,needs_human_review,") Or, OLT * TOM 452 ie EA I 25 July 1949 SUBJECT: Unidentified Flying Objects objects were slightly below and one-fourth (1/4) of « mile to the left of his position, When the formation made the one hundred and eighty (180) degree turn Mr, Clerk de- _ seended to eight (8) thousand five (5) hundred feet and was below the formation when they came back, (9) Sounds: No sound was noted from the forma- tlons (10) Exhaust treil or not: No exhaust trail was tYisible,s Ge General remarks: Mr, Clark was enroute from Burley, Idaho, to Nampa, Idaho, in a Cub Cruiser when the ob- jects were sighted, when the formation was first sighted they were going in approximately the same direction as Mr, Clarx and were approximately one-fourth (1/4) of « mile to his left and bellows Mr.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0030.txt
124,25,"342_HS1-416511228_319.1 Flying Discs 1949",30,witness_observation,direct_or_interviewed_observation,not_assessed,,,object,dark,,,,,83.07,needs_human_review,"Clark was cruising at tem (10) thousand feet at this time, He observed the formation until it made the one hundred and eighty (180) degree turn at which time Mr, Clark G@escended in his aircraft and made a ninety (90) degree turn to the left in an effort to intercept the formation, He was able to get below the level of the formation at eight (8) thousand five (5) hundred feet at which time he noticed the dark circular bulge on the bottom side of the objects.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0030.txt
125,25,"342_HS1-416511228_319.1 Flying Discs 1949",30,object_description,not_assessed,not_assessed,,,,,,,,,83.07,needs_human_review,"Bee cause of their speed the flying objecte goon became lost from the sight of Mr.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0030.txt
126,25,"342_HS1-416511228_319.1 Flying Discs 1949",30,object_description,not_assessed,not_assessed,,,,,,,,,83.07,needs_human_review,"Commanding Officer, Flight Service Se Li 3?",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0030.txt
127,25,"342_HS1-416511228_319.1 Flying Discs 1949",33,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,18.64,needs_human_review,"(7) MAMNWUVERABILITY: Only observed in straight Lines (3) ALTITUDE: 3000 to L000 feet.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0033.txt
128,25,"342_HS1-416511228_319.1 Flying Discs 1949",33,object_description,not_assessed,not_assessed,,,,,,,,,18.64,needs_human_review,"Copy Furnisheds : Ole :e ai’) CS 1 = Chief of Staff, USAF, Lt Colonel, USAF ATTHs Director of Commanding Intelligence 1 - Commander MATS, ATIN: Chief Intelligence Divn 1 =~ CO Flight Service, ATTN: A#-2 .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0033.txt
129,25,"342_HS1-416511228_319.1 Flying Discs 1949",35,object_description,not_assessed,not_assessed,,,,,,,,IR,69.19,needs_human_review,"WRIGHT-PATTE IR A ; a “, - ~ @9- dune I9h9 SUBJECT: Report ef Unidentified Flying O>ject TOs Camaending General \ fir Materiel Command : Wright-Patterson AY Base, Ohio ATTHs wCIAXKO— 3 The follewing repert of an unidentified flying ebject is submitted in compliance with Flight Service Regulation 200-1;, ' a.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0035.txt
130,25,"342_HS1-416511228_319.1 Flying Discs 1949",35,witness_observation,not_assessed,not_assessed,,,,,,,,,69.19,needs_human_review,"Ge HAMES,; CCUPA TIONS , AND ADDRESSES OF WITNESSES: 3 Major 8.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0035.txt
131,25,"342_HS1-416511228_319.1 Flying Discs 1949",35,object_description,not_assessed,not_assessed,,,object,,,,,,69.19,needs_human_review,"fe OBJECT SIGHTED: (1) BuMpeR: 1.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0035.txt
132,25,"342_HS1-416511228_319.1 Flying Discs 1949",36,object_description,not_assessed,not_assessed,,,object,,,,,,67.63,needs_human_review,": SUBJECT: Repert ef Unidentified Flying Object (29 June 1919) / (7) MANEUVERARILITY: Undetermined.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0036.txt
133,25,"342_HS1-416511228_319.1 Flying Discs 1949",36,object_description,not_assessed,not_assessed,,,,,,,,,67.63,needs_human_review,"i= Chief of Staff, UGar, Lt Colonel, Usar ATIN: Director of Command ing Intelligence 4 ~ Commander MATS, ATTHs \/ Chief Intelligence Divn i+ CO Flight Service, ATTH: A?",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0036.txt
134,25,"342_HS1-416511228_319.1 Flying Discs 1949",37,object_description,not_assessed,not_assessed,,,object,,,,,,76.57,needs_human_review,"48) eS OLMSTED FLIGHT SERVICE CENTER Olmsted Air Force Base MIDDLETOWN, PENNSYLVANIA PRB /ve MDT 000,92 10 June 1949 SUBJECT: Unidentified Flying Objects Air.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0037.txt
135,25,"342_HS1-416511228_319.1 Flying Discs 1949",38,object_description,not_assessed,not_assessed,,,object,,,,"1200 hrs",,78.9,needs_human_review,"Subj: Unidentified Flying Objects (10 June 49) (3) Clock Position of object from observer's aircraft: 1200 hrs, approximately 6 miles in front and over aircraft, (4) Latitude and longitude: 42°F 71° 30° Ww Ge Sea Not applicable.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0038.txt
136,25,"342_HS1-416511228_319.1 Flying Discs 1949",38,object_description,not_assessed,not_assessed,,,,,,,,,78.9,needs_human_review,"Number of objectéi One (1) &» Formation type: No formation.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0038.txt
137,25,"342_HS1-416511228_319.1 Flying Discs 1949",38,object_description,not_assessed,not_assessed,,,object,,,,,,78.9,needs_human_review,"Se Distance of object from observer: Six (6) miles a Laterally or horizontally: Ferpendicular be Angle of elevation from horizon: 45 degress.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0038.txt
138,25,"342_HS1-416511228_319.1 Flying Discs 1949",38,object_description,not_assessed,not_assessed,,,,,,,,,78.9,needs_human_review,"Direction of flight: 350 degrees - 340 decrees, 9.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0038.txt
139,25,"342_HS1-416511228_319.1 Flying Discs 1949",39,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,77.5,needs_human_review,"Propulsion: Not observed, a Propeller or jet: Unknown be Roter:.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0039.txt
140,25,"342_HS1-416511228_319.1 Flying Discs 1949",39,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,77.5,needs_human_review,"Control and stability: Not observed, &- Finst Unknown be Stabilizers: Unknown (1) Size: Unimown (2) Shape: Unknown (3) Lecation: Unknown 16, Air Duets: Not observed, &.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0039.txt
141,25,"342_HS1-416511228_319.1 Flying Discs 1949",39,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,Sound,,,77.5,needs_human_review,"Speed = MPH: 150 MPH 18, Sound: Unknown 19, Was any radio antema to be observed: Not observed.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0039.txt
142,25,"342_HS1-416511228_319.1 Flying Discs 1949",40,object_description,not_assessed,not_assessed,,,object,,,,,,81.71,needs_human_review,"MDT 000.92 = Subj: Unadentified Flying Objects be Faded from view: Yes Ge Disappeared behind obstacle: No 1.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0040.txt
143,25,"342_HS1-416511228_319.1 Flying Discs 1949",40,witness_observation,not_assessed,not_assessed,,,light,,stationary,Sound,,,81.71,needs_human_review,"How attention was drawn to objects: Directly in flight path, (1) Sound: Unknown (2) Motion: Stationary (3) Glint of light: Glint of light on canopye 9, Witnesses: None 10.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0040.txt
144,25,"342_HS1-416511228_319.1 Flying Discs 1949",40,sensor_or_platform,not_assessed,not_assessed,,,,,,,,radar,81.71,needs_human_review,"Comments of interrogator re intelligence and character of person interrogated: lio opinion, 1, Re radars now operating on ground: No radar sightings.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0040.txt
145,25,"342_HS1-416511228_319.1 Flying Discs 1949",40,object_description,not_assessed,not_assessed,,,object,,,,,,81.71,needs_human_review,"If airborne, when object was sighted: Wot applicable.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0040.txt
146,25,"342_HS1-416511228_319.1 Flying Discs 1949",41,object_description,not_assessed,not_assessed,,,object,,,,,,81.07,needs_human_review,"«A y ; MDT 000,92 Subj: Unadentified Plying Objects f l.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0041.txt
147,25,"342_HS1-416511228_319.1 Flying Discs 1949",41,object_description,not_assessed,not_assessed,,,,,,,,,81.07,needs_human_review,"Local flight schedules of commercial, private and military @irereft flying in vicinity at the time: Unlmown,.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0041.txt
148,25,"342_HS1-416511228_319.1 Flying Discs 1949",41,object_description,not_assessed,not_assessed,,,object,,,,,,81.07,needs_human_review,"Se If object contacted earch, obtain soil sampled within and without depression or spot where object landed for purposes of make ing comparison of soils: Unknown, 6.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0041.txt
149,25,"342_HS1-416511228_319.1 Flying Discs 1949",41,object_description,not_assessed,not_assessed,,,object,,,,,,81.07,needs_human_review,"If object came sufficiently near other aircraf& or known objects, check surfaces with Geiger counters for possible radio-~ activity.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0041.txt
150,25,"342_HS1-416511228_319.1 Flying Discs 1949",41,object_description,not_assessed,not_assessed,,,object,,,,,,81.07,needs_human_review,"Make comperisons with other unaffected aircraft objects; Unknown.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0041.txt
151,25,"342_HS1-416511228_319.1 Flying Discs 1949",43,object_description,not_assessed,not_assessed,,,,,,,,,62.47,needs_human_review,"o- rd 3 HAMILTON FLIGHT SERVICE CENTER HAMILTON AIR FORCE BASE HAMILTON FIELD, CALIFORNIA ; i Vv a \ a ‘ a © : vor iTo wie ; aio tat +7 ; | .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0043.txt
152,25,"342_HS1-416511228_319.1 Flying Discs 1949",46,sensor_or_platform,not_assessed,not_assessed,,,,,,,,radar,77.67,needs_human_review,"During a test hop of an RB 29, a radar operator from the 514th Reconnaissance Squadron (VLR) Weather, made the following observationg/ and reports orth.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0046.txt
153,25,"342_HS1-416511228_319.1 Flying Discs 1949",46,sensor_or_platform,not_assessed,not_assessed,,,,,,,,radar,77.67,needs_human_review,"The radar gx was turned on at approximately 1515K and was tuned in.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0046.txt
154,25,"342_HS1-416511228_319.1 Flying Discs 1949",46,sensor_or_platform,not_assessed,not_assessed,,,,,,,,radar,77.67,needs_human_review,"Guam and Rotav¥Vwere picked up by radar and after about ten (10) minutes of operation some type of interference was noticed on the scope.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0046.txt
155,25,"342_HS1-416511228_319.1 Flying Discs 1949",46,object_description,not_assessed,not_assessed,,,,,,,,,77.67,needs_human_review,"On_an-attached sheet HM 7there 3s a sketch of the scope as it appeared with the interference drawn ing 3F-de—Het believelthat what was picked up on this flight was intentional jamming.®% C67 M7] The operator who made the above observation is one of the 514th Reconnaissance Squadrons!",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0046.txt
156,25,"342_HS1-416511228_319.1 Flying Discs 1949",46,sensor_or_platform,not_assessed,not_assessed,,,,,,,,radar,77.67,needs_human_review,"most experienced radar operators and is very proficient in the operation of radar equipment.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0046.txt
157,25,"342_HS1-416511228_319.1 Flying Discs 1949",48,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,moving,,,,67.88,needs_human_review,"Classification of SRE D Bud ; fom a Ltr to CG MATS fr Hq, 2143d AW, Subj: ""Semi-Monthly Intelligence Summary™ moving from east north east to west south west at an estimated speed of 4200 miles per hour, this speed was determined by means of triangulation, the sub- stance was observed at a relative bearing of approximately 45 degrees to the heading of the aircraft at a distance of 30 miles, substance disappeared from view approximately one minute after first sighting at a relative bearing of approximately 160 degrees.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0048.txt
158,25,"342_HS1-416511228_319.1 Flying Discs 1949",53,object_description,not_assessed,not_assessed,,,orb,,,,,,43.16,needs_human_review,"\ ‘ <, < ey oes \ <4 / < « } AX 40UU A € aass ‘ \ f a \ - one \ fags 2 ae é p : \ ——OfSshine Fesiden ie GY YCOALMAOIa Orb ) | Cie ~ hed yh | oo } Va PNCTOSIRY fa) mo O21 727 ee ee PHOTOSTATIC COPY OF A DRAWING MADE ‘ UNE NNLeIO SEX.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0053.txt
159,25,"342_HS1-416511228_319.1 Flying Discs 1949",55,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,76.7,needs_human_review,"3h BRIEFs A manifestation of luminous energy was observed on the night of | 8 April 1949 passing over the UcS.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0055.txt
160,25,"342_HS1-416511228_319.1 Flying Discs 1949",55,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,76.7,needs_human_review,"Marshal Paul HERRING, Kodiak, Alaska, reported to the Intelli- f gence Officer on-11 April 1949 that he observed a celestial manifestation cross- F | ing the sky above the U.S.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0055.txt
161,25,"342_HS1-416511228_319.1 Flying Discs 1949",55,object_description,not_assessed,not_assessed,,,object,blue,,,,,76.7,needs_human_review,"HERRING, he saw a flaming greenish- i blue object plummet across the sky at an altitude of 2,500 feet at an estimated j speed of 1,600 miles per hour.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0055.txt
162,25,"342_HS1-416511228_319.1 Flying Discs 1949",55,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,moving,,,,76.7,needs_human_review,"HERRING, was first S_6| observed abovo Anton Larson Bay, (See Enclosure (A)), moving from West to Gast on 38 @ course that approximately paralleled the East~-ivest runways of the U.S.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0055.txt
163,25,"342_HS1-416511228_319.1 Flying Discs 1949",55,witness_observation,direct_or_interviewed_observation,not_assessed,,,object,,,,,,76.7,needs_human_review,"HERRING, the object was not a meteor as it was too large and there were no #8 sparks which are generally observed associated with such phenomenae He stated ta that his first impression was that it was cither a jet fighter or that an aire 334 creft was on fire.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0055.txt
164,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,witness_observation,direct_or_interviewed_observation,not_assessed,,,object,,,,"2040 hours",,85.48,needs_human_review,"Naval Operating Base, Kodiak, Alaska, reported that while standing near the NOB Post Office he had observed “a strange object streaking across the sky, near Old Woman icountain"", on 8 April 1949 at approximately 2040 hours.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
165,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"Lieutenant Commander SHEPARD described the object as a reddish ball of fire approximately two (2) feet in diameter traveling from Nest to East at an estimated 2,600 feet altitude.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
166,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"""The object was a brilliant color, without a tail, traveling with a flat trajectory of decline between 21 and 20 degrees.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
167,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"Wo opinion as to the nature of the object was advanced by Lieutenant Commander SHEPARD.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
168,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,witness_observation,not_assessed,not_assessed,,,object,bright,,,"2035 hours",,85.48,needs_human_review,"SHAN, taxicab driver, Arrow Cab, Kodiak, Alaska, stated that he was enroute from the Enlisted wens Club to the Administration Building on 8 April 1949, when he sew a strange bright blue object streak across the sky at approximately 2035 hours.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
169,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"To SHAW, the object appeared to be about 1-1/2 fect in diameter trailed by a three (3) foot streamer which was ""pinkish in shading"".",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
170,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"This object, stated SHAW, appeared in the sky over Old Woman Mountain traveling on a West to East course at an estimated altitude of 2,500 fect.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
171,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,bright,,,,,85.48,needs_human_review,"To SHAW, the object appoared to disintegrate as bright particles flew from the object as it passed beyond Nyman Peninsula.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
172,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"SHAii was of the firm opinion that tke object he saw was not a f meteor or shooting ster which he has seen on mmerous occasions.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
173,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,witness_observation,direct_or_interviewed_observation,not_assessed,,,object,,,,"2045 hours",,85.48,needs_human_review,"Naval romaine Base, Kodiak, Alaska, reported that he was driving his bus on 8 April 1949, whem at 2045 hours, he observed a strange creenish=bluo object flash across the sky from the vicinity of Old Woman Lbuntain to Nyman Peninsula (test to East direction).",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
174,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"EREUGER described the object as being 1-1/2 fest in diamotor and approximately 10 feet long.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
175,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,,,,85.48,needs_human_review,"Te stated the object was approximately 500 feet high av it passed over hangar #3 of the Air Station and it would have landed in Chinink Bay off Nyman Peninsula but it faded from his view when it passed over the Peninsula.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
176,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,,,,,"2000 hours",,85.48,needs_human_review,"Naval Operating Base, Kodisk, Alaska, reported the weather for 8 April 1949 at 2000 hours nas follows: e: culategs re Seay scattered clouds, 3/10 coverage.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
177,25,"342_HS1-416511228_319.1 Flying Discs 1949",56,object_description,not_assessed,not_assessed,,,object,,,noise,,,85.48,needs_human_review,"= 6» ‘Ho emission of noise by the object was reported by the observers.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0056.txt
178,25,"342_HS1-416511228_319.1 Flying Discs 1949",57,object_description,not_assessed,not_assessed,,,light,,,,,,45.3,needs_human_review,"- a os yt - : z io"" = oe Zz Sy 4 Q len» i : Z Wwe J €¢2¢ OME hep \ } ee / | @ ot saul Light - ’ 4 nw Sen wata a."" \ v4 a = ~ Be - _Dpee Chderk=1000 Lo 1200 Wa pl &) ra .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0057.txt
179,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,EO,80.35,needs_human_review,"© 3 eo aX > Sn fd At OA, qe » Li 2, CTPTCTRD® ins | LS = reac Rie ease, ) é Carswell Air Foree Base Port Serth, Texas ¥OG: lwb Pw 319.1 14 April 1949 CBJECTs Report of Unidentified Flying Objects TOs Commanding Genersl Air Materiel Command Wright-Patterson AF Base, Chio Attention: MCIAX0O-3 1.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
180,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,,80.35,needs_human_review,"In complience with PS Regulation 200-4, subject “Unidentified Flying Objects"" dated 2 November 1948, in reference to letter, Headquarters, USAF, subject: “Reporting of Information on ‘Plying Dises,'"", dated 6 February 1946, the following report is submitted.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
181,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,,80.35,needs_human_review,"Am unidentified flying object was seen over Fort “orth, Texss, om 18 April 1949, at approximately 21060, by Ist Lt Robert A.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
182,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,,,,,,,80.35,needs_human_review,"Francis, who ealled it to the attention of Captain Stanley Sorowski, Soth officers are assigned to the Carswell Plight Service Center, Cerswell Air Poree Base, Fort Worth, Texas.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
183,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,,,,,,,80.35,needs_human_review,"Subject officers had just returned from o local flight and wore standing by their aircraft on the flight line.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
