record_index,redaction,release_date,title,type,video_pairing,pdf_pairing,description,dvids_video_id,video_title,agency,incident_date,incident_location,asset_url,modal_image,local_path,local_filename,local_size,sha256
123,TRUE,5/8/26,FBI Photo B17,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. Two small, dark, circular objects are visible near the center of the frame. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b17.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b17.jpg,./pdfs/fbi-photo-b17.pdf,fbi-photo-b17.pdf,435400,60418c8bf9ed18d064ebb7a6e378814ca24438614855b4e626d4375855f57e8d
124,TRUE,5/8/26,FBI Photo B18,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. Two small, dark, elongated objects are visible near the center of the frame in the lower left quadrant. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b18.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b18.jpg,./pdfs/fbi-photo-b18.pdf,fbi-photo-b18.pdf,429941,5e8801ee956ccb3aed9c605cd9e1d097b2abfd379d3d6e84d4c09a080aa570fd
125,TRUE,5/8/26,FBI Photo B19,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small cluster of dark pixels, forming an object, is visible at the exact center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b19.jpg,./pdfs/fbi-photo-b19.pdf,fbi-photo-b19.pdf,600310,29dc410fc55141b34ee1a7bc42f41a1fa388ccba7086a3dba5774aaec27cf8b0
126,TRUE,5/8/26,FBI Photo B2,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible in the upper right quadrant. The background shows an indistinct mountain range or cloud formation. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b2.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b2.jpg,./pdfs/fbi-photo-b2.pdf,fbi-photo-b2.pdf,583544,e55d5cab5063153c6f2f27314c47b9e4a7f4938f2cefc6bfecf7eb6264b0a07b
127,TRUE,5/8/26,FBI Photo B20,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. One to two small, dark, objects are visible just above and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b20.jpg,./pdfs/fbi-photo-b20.pdf,fbi-photo-b20.pdf,577784,d5f7a811de98462378fb4b61beeeb107bd2aa58d32b0a0d3a7788e1457b3593f
128,TRUE,5/8/26,FBI Photo B21,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. One to two small, dark, objects are visible just above and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b21.jpg,./pdfs/fbi-photo-b21.pdf,fbi-photo-b21.pdf,592551,52b81ee21a3bfc5ecce1777d6e91d85aabe8bb905dab1963a793dd4787005214
129,TRUE,5/8/26,FBI Photo B22,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. Two small, dark, elongated objects are visible near the center of the frame in the upper right quadrant.This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b22.jpg,./pdfs/fbi-photo-b22.pdf,fbi-photo-b22.pdf,434482,932c53d8d8031325459c479e54a6c44ea9408faa26344f2a983417ed437d0dc5
130,TRUE,5/8/26,FBI Photo B23,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. A single dark, elongated object is visible near the edge of the reticle to the right of center. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b23.jpg,./pdfs/fbi-photo-b23.pdf,fbi-photo-b23.pdf,423857,ddd839e52ad4d98986a25a760d0040c475d4c43fb7a52cf4c817aa87f51d9271
131,TRUE,5/8/26,FBI Photo B24,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a simplified central crosshair. A single dark, irregular-shaped object is visible just above the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b24.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b24.jpg,./pdfs/fbi-photo-b24.pdf,fbi-photo-b24.pdf,440280,3dab0652bc49b11624234042e65b3340a1146586ed9521f15731517ce042f8e1
132,TRUE,5/8/26,FBI Photo B3,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just to the right of the center of the reticle. The background appears to show an indistinct mountain range or cloud formation. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b3.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b3.jpg,./pdfs/fbi-photo-b3.pdf,fbi-photo-b3.pdf,167999,4a23e128950c1c45cf2f9e32c588088155e63e056d96f09ec94ddaa73ff0cccb
133,TRUE,5/8/26,FBI Photo B4,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible in the center right quadrant, close to the center of the frame. An indistinct, possibly natural, landscape is visible in the background. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b4.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b4.jpg,./pdfs/fbi-photo-b4.pdf,fbi-photo-b4.pdf,593683,d5dd840f008b10fcd88bcab731f07b56fb614aa16048ced9672c9b40a9c9bc69
134,TRUE,5/8/26,FBI Photo B5,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. No distinct objects are clearly visible within the central area of the frame. The background shows an indistinct formation, possibly a mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b5.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b5.jpg,./pdfs/fbi-photo-b5.pdf,fbi-photo-b5.pdf,580719,032b86473fefc250def77d3904c381dad010e34390d58de54fd560054127936c
135,TRUE,5/8/26,FBI Photo B6,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.  The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A dark, structured object with an appendage on its left side is visible just at the top of the reticle. A second, smaller, dark circular object is visible below the reticle in the bottom right quadrant. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b6.jpg,./pdfs/fbi-photo-b6.pdf,fbi-photo-b6.pdf,608164,09444e6501f05a4030120db174a1841e891814464fd7ce6f325178d3c09cdf1a
136,TRUE,5/8/26,FBI Photo B7,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A dark object, consistent in appearance with a helicopter, is visible in the upper right quadrant. A second, smaller, dark circular object is visible below the reticle. The background is indistinct. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b7.jpg,./pdfs/fbi-photo-b7.pdf,fbi-photo-b7.pdf,607218,4f3122c323c6c0b6ef1bb12cefc623d7488b03fe1c5161f4ea4e111b91347684
137,TRUE,5/8/26,FBI Photo B8,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just right of the center of the reticle in the top right quadrant. The background shows an indistinct mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b8.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b8.jpg,./pdfs/fbi-photo-b8.pdf,fbi-photo-b8.pdf,585686,cae6a62245153fd16acd8c4ff995d19c49fdadf7be152a85c8fe5d714fc3f423
138,TRUE,5/8/26,FBI Photo B9,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just below and to the left of the center of the reticle. The background appears to show an indistinct mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b9.jpg,./pdfs/fbi-photo-b9.pdf,fbi-photo-b9.pdf,588086,e61a49212bb82cfc9a6e7627a2291c9159bbbb2272fb995e45411a48e44eb0b1
139,,5/8/26,"NASA-UAP-D1, Apollo 12 Transcript, 1969",PDF,,,"Apollo 12 was the fourth crewed U.S. mission to the Moon and the second to land astronauts on the lunar surface. This document is an excerpt from the Apollo 12 Technical Air-to-Ground Voice Transcription, November 1969, highlighting two periods in which astronauts reported observing unidentified phenomenon: a one hour period on the fifth day, and a two minute period on the sixth day. These transcripts contain contemporaneous observations by the flight crew reacting to unidentified phenomenon.
•	Day 05, Hour 19, Minute 14, Second 58 through Day 05, Hour 20, Minute 12, Second 14:
o	At 05:19:27:25, the pilot of the Lunar Module (LMP-LM), Astronaut Alan L. Bean, described observing particles and flashes of light “sailing off in space” via the onboard Alignment Optical Telescope (AOT). He characterized these phenomenon as “escaping the Moon.”
•	Day 06, Hour 00, Minute 21, Second 42 through Day 06, Hour 00, Minute 23, Second 33:
o	Mission Commander, Charles “Pete” Conrad, described observing floating debris outside the lunar module, which had been illuminated by the module’s onboard tracking light. At 06:00:21:51, Conrad assessed that the tracking light had burnt out because he could no longer see the debris from the module.",,,NASA,1969,Moon,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d1-apollo-12-transcript-1969.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-d1-apollo-12-transcript-1969.jpg,./pdfs/nasa-uap-d1-apollo-12-transcript-1969.pdf,nasa-uap-d1-apollo-12-transcript-1969.pdf,1030644,ab911622b7d4203d9d54914f03d1662cf561b7f943afe9d17f9617cfaea06585
140,,5/8/26,"NASA-UAP-D2, Apollo 17 Transcript, 1972",PDF,,,"Apollo 17 was the ninth crewed U.S. mission to the Moon, and the sixth to land astronauts on the lunar surface. This document is an excerpt from the Apollo 17 Technical Air-to-Ground Voice Transcription, December 1972, highlighting three periods in which astronauts reported observing unidentified phenomenon: a nine minute period on the first day, a three hour period on the second day, and a six minute period on the third day. 
•	Day 00, Hour 03, Minute 34, Second 10 through Day 00, Hour 03, Minute 42, Second 29:
    o	Command Module Pilot (CMP), Ronald Evans, reported observing “very bright particles or fragments” drifting and “tumbling” near the spacecraft as it maneuvered. Lunar Module Pilot (LMP), Harrison “Jack” Schmitt, described the phenomenon as looking “like the Fourth of July.” The astronauts speculated that the phenomenon may be attributable to ice or paint fragments dislodging from a separated component of the spacecraft (S-IVB) but characterized that assessment as a “wild guess.”
•	Day 02, Hour 18, Minute 42, Second 34 through Day 02, Hour 21, Minute 07, Second 05:
    o	Mission Commander, Eugene A. Cernan, reported difficulty sleeping and described having observed “some sets of the streaks.” He also described an intense light flashing between his eyes, describing its intensity as comparable to that of a train headlight and characterizing it as “imposing.” Over the next three hours, Cernan described observing several flashing, rotating phenomenon that he assessed as corresponding to physical objects in space rather than a purely optical phenomenon. LMP Schmitt also reported observing similar phenomenon, though he again assessed the source of his observation to be a separated rocket stage (S-IVB). At 02:20:55:22, Cernan reported observing two additional distant flashing objects, though he assessed them as Spacecraft/Lunar Module Adapter panels (SLA panel), another separated component of the Saturn V rocket.
•	Day 03, Hour 15, Minute 33, Second 25 through Day 03, Hour 15, Minute 39, Second 46:
    o	At 03:15:38:09, LMP Schmitt exclaimed that he had observed a flash on the lunar surface north of Grimaldi (crater).",,,NASA,1972,Moon,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d2-apollo-17-transcript-1972.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-d2-apollo-17-transcript-1972.jpg,./pdfs/nasa-uap-d2-apollo-17-transcript-1972.pdf,nasa-uap-d2-apollo-17-transcript-1972.pdf,463669,9d041c8799a0124dc440c05cacd790a43d9e063e399aaa5cd3ee777b14146d03
141,,5/8/26,"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",PDF,,,"Apollo 11 was the third crewed mission to the Moon and the first to land Astronauts on the lunar surface. This document is an excerpt from the Apollo 11 Technical Crew Debriefing (Volumes 1 and 2) from July 31, 1969. The document highlights three observations: one, an object on the way out to the Moon; two, flashes of light inside the cabin; and three, a sighting on the return trip of a bright light tentatively assumed by the crew to be a laser.

•	Page 6-33 (Vol. 1). [Lunar Module Pilot for Apollo 11, Buzz Aldrin]: “The first unusual thing that we saw I guess was 1 day out or something pretty close to the moon. It had a sizeable dimension to it, so we put the monocular on it.” The crew speculated that it could have been the S-IVB stage of the Saturn V launch vehicle.
•	Page 6-37 (Vol. 1). [Lunar Module Pilot for Apollo 11, Buzz Aldrin] “The other observation that I made accumulated gradually. I don’t know whether I saw it the first night, but I’m sure I saw it the second night. I was trying to go to sleep with all the lights out. I observed what I thought were little flashes inside the cabin, spaced a couple of minutes apart…”
•	Page 21-1 (Vol. 2). [Lunar Module Pilot for Apollo 11, Buzz Aldrin] “I observed what appeared to be a fairly bright light source which we tentatively ascribed to a possible laser.”",,,NASA,1969,,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.jpg,./pdfs/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,29286242,aacc41814dd16583bbeabe068026bf286cd9b0e464ff097c5c7b97b00d308443
142,,5/8/26,"NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973",PDF,,,"Apollo 17 was the ninth crewed U.S. mission to the Moon, and the sixth to land Astronauts on the lunar surface. This document is an excerpt from the Apollo 17 Crew Debriefing for Science on January 8, 1973, in which Dick Henry, co-investigator on the ultraviolet experiment on Apollo 17, discusses seeing results that were unexpected. 
•	Pages 119-120. “One of the most exciting results of X-ray astronomy was the fact that an X-ray background was observed over the sky that nobody had expected, and part of this is the gamma-ray background that Dr. Trombka talked about. In the UV, nobody knows, but you never know until you look. You do have to deal with this background of stars that we know is there. So, we did look at a large number of different points at high galactic latitudes, both north and south. The spectrum that we see is above this dark count. In other words, this abnormally high dark current did not, in fact, interfere with that experiment. The spectrum that we see looks like the spectrum of the hot star; however, we know that there were no hot stars within our field of view. Therefore, the most conservative interpretation, I think, is that what we're seeing is light from hot stars in the galactic plane going up out of the plane and reflecting off interstellar dust. There are certain characteristics of the spectrum, though, that don't fit that theory, and it's at least possible that this is extragalactic radiation. I'm looking forward very much to the detailed computer study of this, but it's going to take a long time.”",,,NASA,1973,,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.jpg,./pdfs/nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,212585,5d7db3870de8c01a1c39b7e8a4185dd026fe132f01d1cd5ded60f10866722f7e
143,,5/8/26,"NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973",PDF,,,"Apollo 17 was the ninth crewed U.S. mission to the Moon, and the sixth to land Astronauts on the lunar surface. This document is an excerpt from the Apollo 17 Technical Crew Debriefing on January 4, 1973, in which astronaut Harrison Schmitt reported seeing light flashes.
•	Page 24-4. [Lunar Module Pilot Harrison Schmitt]: “We had light flashes just about continuously during the whole flight when we were dark adapted. I had one which I thought was a flash on the lunar surface. That one period of time when we had the blindfolds on for the ALFMED [Apollo Light Flash Moving Emulsion Detector] experiment there were just no visible flashes, although that evening, that night, before I went to sleep, I noticed that I was seeing the light flashes again.”",,,NASA,1973,,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.jpg,./pdfs/nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,513402,2c874c40c55505f2348177ddde77c9fd015bf971e6e059c43508a92bc9ee6b30
144,,5/8/26,"NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973",PDF,,,"Launched on May 14, 1973, Skylab was the United States’ first laboratory in space. From 1973 to 1974, the station was visited by three crews. This document contains excerpts from all three crews to visit the station. In the first excerpt taken from Skylab 1/2 [first crew] Technical Debriefing from June 30, 1973, highlights crew observations of light flashes. The second excerpt taken from Skylab 1/3 Technical Crew Debriefing from October 4, 1973, highlights two observations—a satellite in similar orbit and another object with a “reddish hue to it.” The final excerpt taken from the Skylab 1/4 Technical Crew Debriefing from February 22, 1974, highlights an observation of flashing lights outside Skylab.
•	Skylab 2 crew observation: 
o	Page 23-20. [Science Pilot for Skylab 2, Joesph Kerwin] “We saw light flashes. I think all of us saw them. I saw them most often when I was in the sack at night with my eyes closed but awake naturally. They tended to wax and wane in frequency.”
•	Skylab 3 crew observations: 
o	Page 7-4. [Science Pilot for Skylab 3, Owen Garriott] “We saw that satellite about a week before splashdown. That was one of the most unusual things that we saw and I guess Jack [Lousma] noticed it looking out the window. This bright reddish object was out there and we tracked it for about 5 or 10 minutes. It was obviously a satellite in a very similar orbit to our own.”
o	Page 20-1. [Science Pilot for Skylab 3, Owen Garriott] “Jack [Lousma] first noticed this rather large red star out the wardroom window. Upon close examination, it was much brighter than Jupiter or any of the other planets. It had a reddish hue to it, even though it was well above the horizon.”
•	Skylab 4 crew observation 
o	Page 7-8. [Commander for Skylab 4, Gerald P. Carr] “One other area of unusual events that we reported on the dump tapes was that on occasion we saw some lights flashing outside with very a definite motion relative to ours. We presumed that they were other pieces of Skylab, or possibly other satellites.”",,,NASA,1973,,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-d7-skylab-technical-crew-debriefing-1973.jpg,./pdfs/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,659470,49e232c72a77f16f7e06593789a36882d614888d882a74d71eabcc7d2ce94fb6
145,,5/8/26,"NASA-UAP-VM1, Apollo 12, 1969",IMG,,,"This archival photograph depicts the lunar surface as viewed from the landing site of Apollo 12. This image features a highlighted area of interest slightly to the right of the vertical axis of the frame, above the horizon, in which unidentified phenomena are visible. 

This image has been modified from its original state to assist viewers in identifying specific areas of interest. These highlights are provided for contextual purposes only. Such alterations do not constitute an analytical judgment, investigative conclusion, or factual determination regarding the nature or significance of the subject matter.",,,NASA,1969,Moon,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm1-apollo-12-1969.jpg,https://www.war.gov/medialink/ufo/release_1/thumbnail/nasa-uap-vm1-apollo-12-1969.jpg,/tmp/war_ufo_downloads/img/nasa-uap-vm1-apollo-12-1969.jpg,nasa-uap-vm1-apollo-12-1969.jpg,2526206,7f1c6a3220d6c59013fbc04f0011867ee5caf77f439fb6ecc6f7e80b0232ea55
